1996-10,92096,103370,50383,74380,85769,60351,51884,,53991,53462,66959,93512,135302,38107,39883,,64010,111152,86904,88074,32430,50003,40343,59077,79357,128205,97827,94492,61479,160438,168628,69450,45290,44139,70421,,64621,62266,,82864,,,50694,46428,41927,98309,62049,201997,47134,67578,56524,86583,,59509,73439,48951,96784,102449,,137079,66678,56228,39070,90817,88863,,82390,112929,59104,65014,73956,72147,41469,84240,39304,90392,68560,56158,51171,81395,,52133,66170,67423,42992,70940,,72029,,140372,49600,80598,,76061,48765,95076,135274,54527,53254,52532,53260,,44076,88787,153952,32811,143649,30384,64086,,60089,,58856,,,50457,54863,98234,78557,59991,,77189,45413,,70184,105766,65798,49356,89387,116520,60677,68142,65505,76182,,83311,,58743,51067,87223,,249817,53358,64475,,,,117688,,73717,69297,36043,157254,72728,,99306,91802,,65231,,86484,59125,41643,67529,113293,,62395,65343,35501,,104482,,104482,,,39628,,59329,44380,,,,,74483,,,,,96616,,80957,24663,,43549,,,32554,75857,66421,67825,,,,183840,55063,37479,45452,57808,150002,68798,,60546,,74159,,36445,,54732,28351,,38071,81436,,163803,,48466,,66140,,78745,87410,,38812,38831,,82879,,,22731,,64291,,60839,,53598,32804,,58249,,,39544,,,97963,,,25295,96916,86342,,,35101,,,,,,,,75680,66380,88419,,36428,46717,143537,,38744,,54636,58724,,,,58823,45752,81966,86028,,55459,,,,,,31887,,65516,,,,44912,70611,,76707,,67679,,59211,,,,32399,,,,69863,,,,46069,,42780,42410,73154,81832,,,,,52777,,63575,,,,,,,44634,,90102,78349,,,,,,,37852,117770,,,31606,,67457,79349,,,56504,124988,,48746,,,,,,,,,100765,71270,,,,
1996-11,92100,101727,50707,74085,86332,60580,51560,,53911,53134,67200,93926,135718,38185,39782,,64407,111111,88061,88422,32271,50167,40262,59624,79257,125175,97726,95018,61265,159607,170243,69912,45694,45112,71453,,64895,62880,,82278,,,51059,46842,41892,97964,62102,202412,47449,67611,56118,86808,,59060,74299,49524,97680,103206,,136547,68001,56411,38842,91253,88812,,81583,112746,59080,65054,73725,72920,41294,84185,38413,90827,69301,56246,50655,82489,,52235,66176,66916,42683,71094,,72343,,140555,49420,80228,,76393,49495,95506,135886,54405,53104,52170,53094,,43846,88863,152428,32831,144827,29620,63574,,60170,,57799,,,50831,54863,99913,80262,60345,,77802,45966,,70491,105728,65777,49846,88878,116903,60710,67788,65664,76814,,83414,,58727,51884,87807,,250397,53572,65006,,,,118524,,74960,69485,35926,157432,73819,,99022,90977,,64663,,86558,59240,40704,68363,113467,,62419,65805,35768,,103629,,103633,,,39349,,58956,44327,,,,,73946,,,,,95660,,81244,24778,,44168,,,33445,76665,65858,67627,,,,185780,54584,37468,44765,57425,145492,68195,,60971,,74638,,36671,,55503,28229,,38290,79881,,162583,,48826,,65800,,79378,87055,,39521,39559,,82537,,,22748,,64345,,60361,,54041,33880,,58078,,,39204,,,98296,,,25418,99252,86513,,,35126,,,,,,,,73626,66212,87888,,36499,46250,143758,,38453,,54502,59335,,,,58792,44492,82247,85523,,55724,,,,,,32366,,64963,,,,45269,70494,,76090,,67694,,59442,,,,32648,,,,70773,,,,46145,,42339,42309,73715,82568,,,,,53407,,63917,,,,,,,44019,,89552,78078,,,,,,,38568,117215,,,31828,,66077,79859,,,56863,124084,,49095,,,,,,,,,99714,69768,,,,
1996-12,92110,100424,50476,74199,86975,60705,50982,,54106,53043,67711,94682,136235,38335,39950,,64610,111697,88966,88726,32176,50344,40313,60068,79292,124052,97503,95873,60272,159123,171505,69670,46069,46222,72541,,65181,63116,,82110,,,51781,47344,41532,97795,62517,203219,47539,67861,55759,86961,,58702,75246,49999,98540,104168,,137555,68636,56392,38638,91059,88701,,81823,113182,58955,65855,73495,73956,41084,84956,37651,91545,70075,56488,50413,82395,,52439,66047,67419,42522,71731,,72220,,141027,49555,80179,,76323,50305,95903,136872,54676,53168,52403,53317,,43810,89718,153363,32996,147777,28840,62933,,60230,,56923,,,51481,54869,101007,82607,61337,,78276,45815,,71098,104581,65917,50132,88796,117169,60535,67472,65778,77277,,84205,,58720,52336,88605,,250869,53774,65614,,,,119164,,76433,69532,36114,157944,75348,,98625,90234,,64366,,87135,59188,39848,68947,114642,,63037,66466,36149,,103509,,103048,,,38748,,58833,44325,,,,,74101,,,,,95069,,78569,25066,,44818,,,34240,77689,65291,67759,,,,187116,55197,37488,44908,57355,143060,67646,,61103,,74866,,37042,,55733,28165,,38433,78448,,162472,,49088,,65499,,80995,86862,,40067,39452,,81971,,,22652,,64040,,60006,,54584,34373,,58706,,,38386,,,98631,,,25552,99588,86788,,,35024,,,,,,,,72703,66195,87782,,36309,45441,144137,,38377,,54081,59140,,,,59057,43379,83090,85583,,55808,,,,,,32784,,63683,,,,45849,69795,,76015,,67877,,60001,,,,32875,,,,71012,,,,46108,,41804,42274,74311,84099,,,,,54094,,64351,,,,,,,43697,,90582,78536,,,,,,,39168,116746,,,32230,,64907,80623,,,57113,124043,,49525,,,,,,,,,98148,69028,,,,
1997-01,92324,99214,50314,74537,87237,60798,50917,,54548,52723,68224,95846,137156,38422,40305,,64650,112836,89834,89020,32149,50523,40330,60496,79361,123731,97590,96420,57746,158425,173078,69389,46028,47173,74335,60382,65255,63110,61826,82670,,,52365,47447,41384,97803,62969,204441,47579,68139,55516,86947,,58657,75968,50185,99300,105616,20922,138816,68574,56486,38482,90995,89035,,82740,113992,58837,67021,73382,74973,40998,85820,37226,92039,70919,56712,50278,81397,,52562,66025,68125,42334,72622,,72161,,141534,49895,80585,,76603,50927,95929,137580,54781,53418,52251,53829,,43722,89626,155082,33080,150476,28561,62309,,59953,,56466,,,52067,54868,101817,83307,63318,,78920,45455,,71558,104302,66353,49988,88923,118063,60498,67001,66103,77552,,84662,,58885,52764,89327,,251827,53943,65922,,,,119641,,77388,69432,37126,159561,76011,,98928,90204,,63902,,87656,58969,39300,68911,114763,,64029,67606,36788,,103454,,103498,,,38012,,59861,44192,,58577,,41424,74069,,,,,94348,,72809,25129,,45126,,,34272,78574,64650,67978,,,,188101,56183,37386,46066,57449,142815,67222,,61032,,73561,,37113,49658,55831,28218,,38352,78146,,162932,,49005,,65520,,83195,86492,,40405,39185,,81450,,,22553,,63886,,60456,,55031,34556,,59198,,,38278,,,98602,,,25621,99218,86965,,,35052,,46149,,,,,,71162,66572,87987,,35916,44932,144633,,38461,,53513,58342,,,,59294,42418,84486,86065,,55765,,,,,,33125,,62238,,91177,,46349,69206,,76480,,67980,,60905,,,,33013,,,,71618,119396,,,46139,,41121,42432,74782,84626,,,,61665,54646,,64726,,,,,,,43423,,91574,79686,,,51359,,,,39535,116644,,,32888,,64047,81388,,,56309,125248,,50036,,,,,,,,,97182,68702,,,157587,
1997-02,92517,97772,50210,74800,86913,60908,50868,,54539,52228,68558,96999,138330,38297,40634,,64833,114483,90657,89219,32139,50715,40262,61010,79481,123776,97728,96577,54887,157096,174812,69383,45993,47231,76656,61436,65234,63244,62580,83237,,,52668,47355,41703,97906,63149,206404,47310,68140,55797,86605,,58861,76423,50239,100227,107062,20984,139703,68519,56781,38271,91284,89719,,83483,114544,59074,67077,73248,75464,40885,85925,36489,91896,71592,56685,50166,80989,,52646,66003,68526,41883,73358,,71922,,141743,50358,81197,,77027,51502,94808,137540,54684,53425,51244,53946,,43368,88897,155622,33022,151248,28076,61852,,59394,,56146,,,52754,55013,102751,81735,65688,,80117,45553,,71884,104482,67155,49789,88161,118765,60523,66513,66498,77562,,84259,,58552,52334,89666,,254043,53975,66136,,,,119833,,78310,69547,38265,161523,76296,,99507,90416,,63411,,87641,58751,38937,69317,113040,,64428,69227,37709,,102991,,104362,,,37423,,60804,44129,,59638,,41339,74027,,,,,92672,,67872,25070,,45365,,,34131,79154,63790,67891,,,,189085,57029,36759,46446,57480,145170,67357,,60972,,73459,,36798,49443,55950,28301,,38088,78758,,164022,,48485,,65888,,84678,86086,,40499,38639,,81468,,,22449,,63832,,60767,,54830,34882,,59508,,,38971,,,98798,,,25759,99833,87593,,,35646,,45479,,,,,,68283,67659,88032,,35628,44894,145166,,38724,,53247,58115,,,,58993,41396,84898,86726,,55862,,,,,,33533,,61244,,91392,,46500,68920,,76630,,68129,,61362,,,,33201,,,,73150,119900,,,46227,,40514,42799,74776,83229,,,,61860,55224,,65050,,,,,,,43484,,90473,80768,,,49957,,,,39903,116707,,,33270,,63158,81826,,,55002,126435,,50682,,,,,,,,,98694,68557,,,157762,
1997-03,92502,96212,49715,75095,86538,60916,50701,,53950,52054,68743,97927,138962,38038,40700,,64912,116276,91080,89696,32136,50823,40235,61384,79663,124720,97493,96775,53226,154940,175503,69516,46295,46759,78172,62326,65104,63655,62462,83147,,,52850,47556,42121,98089,63217,209139,47088,68009,56455,86109,,58780,76438,50360,101176,108003,20976,140252,68961,57007,37900,91806,90476,,84229,114898,59379,66077,73020,75501,40770,85865,35526,91399,72090,56539,49905,81075,,52718,65865,69084,41453,73834,,71390,,141934,50599,81118,,77376,51500,92831,137602,54772,53184,49785,53904,,43027,88818,156931,33073,151552,27090,61958,,59065,,56069,,,53563,55119,104633,80197,67715,,81532,45528,,71855,103989,67721,49933,86906,118569,60474,66114,66773,77404,,83873,,58036,51838,89775,,255958,54223,66820,,,,120293,,78908,69999,38928,162708,77640,,99712,90306,,63424,,87540,58603,38691,70150,111576,,64099,71191,38516,,102002,,105037,,,37175,,61093,44167,,59287,,40809,73658,,,,,91292,,65520,25145,,45431,,,34606,79408,62788,67701,,,,190190,57267,36222,45579,57553,149734,67681,,61072,,74599,,36504,49290,56046,28274,,37943,78496,,164176,,47838,,66681,,85662,85313,,40489,37984,,81594,,,22262,,64030,,58988,,54522,35370,,60447,,,39356,,,98990,,,25868,100044,88308,,,36453,,44407,,,,,,65581,69167,87691,,35483,44780,145086,,38955,,53406,58910,,,,58999,40657,84101,87393,,56190,,,,,,33867,,60249,,90176,,46383,68774,,76684,,68483,,61443,,,,33391,,,,74048,121209,,,46346,,40017,43321,74731,81940,,,,62720,56205,,65388,,,,,,,43333,,88434,81907,,,48750,,,,40322,116583,,,33137,,62007,82228,,,53802,127009,,51645,,,,,,,,,99635,68163,,,156254,
1997-04,92610,95214,49083,75615,86468,60945,50570,,53441,52020,68803,98953,139718,37796,40702,,64831,117439,91397,90526,32139,50977,40332,61502,79462,125865,97168,97150,52387,153119,175216,69726,46266,46422,79144,62652,64956,64001,61852,83761,,,53229,48232,42310,98672,63192,211814,46892,68171,57048,85529,,58598,76372,50436,102158,108676,20919,140822,69048,57081,37530,92763,91233,,85107,115374,59617,65421,72912,75372,40715,86842,35198,91197,72619,56734,49669,80977,,52445,65621,69486,41643,74466,,70944,,142846,50522,80702,,77561,51437,91718,138297,54835,53121,49772,54048,,42536,89280,159471,33603,152872,26141,62433,,59115,,56244,,,53658,55188,106914,79959,68722,,82417,45441,,71838,103589,67338,50389,86155,118186,59790,65826,67662,77347,,83979,,57794,52632,89892,,258012,54328,67715,,,,121526,,79312,70102,38459,163319,79648,,99834,89880,,64023,,87778,58488,38477,70729,111987,,63711,72673,39180,,101363,,105700,,,36925,,60864,44376,,57626,,40127,72982,,,,,90824,,62985,25271,,45445,,,34856,79615,61595,66953,,,,191001,57646,36026,45116,57790,154144,68227,,61153,,74174,,36335,48840,56176,28239,,37918,76973,,163887,,46989,,66734,,85850,84267,,40420,37500,,81541,,,21903,,64669,,55945,,54664,35695,,61204,,,39191,,,99158,,,25943,98237,88475,,,36990,,44062,,,,,,64075,71234,87335,,35299,44269,145090,,39298,,53716,60148,,,,59591,40351,83324,87317,,56549,,,,,,34017,,59334,,89510,,46582,68450,,77094,,68913,,61625,,,,33515,,,,74036,124345,,,46478,,39741,43593,74480,81207,,,,62918,57273,,65958,,,,,,,42842,,87509,82979,,,49136,,,,40649,115978,,,33131,,61408,82630,,,53131,127370,,52638,,,,,,,,,98816,67709,,,154051,
1997-05,92506,94815,48845,75726,86505,61007,50433,,52884,51876,68760,99970,141330,37663,40621,,64798,117862,92072,91216,32094,51168,40356,61576,78853,125750,97127,97785,52153,151179,175353,70048,46023,46090,80228,62523,64893,64138,60669,85068,,,53725,49065,42173,98557,63066,214710,46892,68376,57201,84660,,58442,77117,50452,103292,109698,21208,141115,68814,57201,37129,93503,91856,,85620,115729,59546,64788,72962,75278,40682,86949,35358,91040,73125,56888,49531,80790,,52071,65477,69571,42117,75120,,70710,,144322,50275,80374,,77802,51664,91127,139382,54428,52982,49808,54081,,41979,89000,161708,34458,154101,25434,62624,,59098,,56322,,,53497,54986,108683,79787,68903,,82435,45669,,71644,104315,66094,50831,85967,118250,59073,66037,69005,77754,,84327,,57990,54386,90015,,260076,53959,69114,,,,123386,,79656,69660,38069,164030,81395,,100111,89488,,65153,,87706,58541,38331,70447,112806,,63841,72658,39962,,101577,,106460,,,36785,,60978,44351,,56169,,40124,72508,,,,,90513,,59951,25280,,45902,,,34711,79882,60804,66156,,,,191067,58050,35877,45297,58015,157715,69142,,61148,,73583,,36278,48142,56231,28441,,38028,76609,,164809,,45897,,65763,,85315,83285,,40136,36912,,81924,,,21628,,65534,,54337,,54981,35938,,61574,,,38814,,,98798,,,26109,96463,88415,,,37056,,44598,,,,,,64056,73307,87380,,35269,43506,145313,,39552,,53820,60872,,,,59891,40244,83088,86384,,56899,,,,,,34257,,58574,,90428,,46956,68155,,77467,,69491,,61895,,,,33978,,,,74503,127415,,,46510,,39423,43862,74267,81479,,,,62708,57978,,66727,,,,,,,42611,,88024,83383,,,49826,,,,40672,115716,,,33684,,61420,82651,,,52569,127957,,53366,,,,,,,,,97576,67721,,,152704,
1997-06,92087,94632,48752,75826,86734,60915,50554,,52340,51661,68619,100691,143486,37627,40507,,64756,118806,92876,91491,32004,51265,40326,61836,78076,125206,97250,97914,52022,149118,175879,70053,46034,45746,81083,61939,64800,64113,59699,86244,,,54295,49487,41394,97201,62811,217880,46866,68646,57319,83685,,58175,78210,50542,104664,110943,21698,141596,69146,57638,37148,93741,92173,,85922,116108,59122,63960,72792,75244,40702,86682,35409,90766,73498,56801,49348,80747,,52119,65636,69388,42046,75802,,70976,,145828,50055,80101,,78024,52134,89826,140243,54115,52610,49657,53486,,41814,88131,164174,35217,156076,24917,62945,,59042,,56222,,,53909,54808,109713,79191,68959,,82503,46141,,71166,105251,65318,51126,85760,118582,58966,66403,70052,78414,,84164,,57940,56455,90137,,261717,53643,70376,,,,124185,,80043,69186,38226,165688,82626,,100449,89327,,66443,,87590,58685,38366,69701,112905,,64490,71792,40661,,102159,,107430,,,36782,,61160,44380,,56855,,40819,71943,,,,,90514,,56425,25493,,46584,,,34519,80168,60270,66545,,,,190974,58557,35676,45171,58318,161296,70115,,61655,,74352,,36239,48652,56364,28892,,38047,77830,,167188,,45087,,64749,,84550,82686,,39894,36517,,82745,,,21293,,66479,,54303,,55081,35987,,61447,,,38337,,,98200,,,26233,96448,87423,,,37101,,45165,,,,,,63813,74120,88323,,35244,43078,146695,,39783,,54071,60483,,,,59719,40147,83096,85827,,57137,,,,,,34609,,58030,,91093,,46800,68362,,77379,,69988,,61748,,,,34593,,,,74457,128463,,,46574,,38953,44362,74410,82723,,,,62292,58412,,67440,,,,,,,42651,,88734,84038,,,50140,,,,40600,116249,,,34613,,61830,82820,,,51847,128325,,53783,,,,,,,,,96758,68354,,,153074,
1997-07,92140,93979,48444,76218,86997,60804,51002,,52085,51421,68599,101300,145237,37646,40514,,65003,120262,93284,91413,31981,51195,40354,62220,77611,125774,97216,96675,51709,147608,177080,69656,46079,45530,81599,61105,64424,64028,59396,87285,,,54466,49355,40483,95862,62142,220198,46744,68516,57706,83626,,57718,79479,50718,106148,112339,21899,142764,69803,58040,37645,93574,92522,,86394,116350,58664,63690,72205,75291,40756,87231,35302,90343,73789,56714,49382,80733,78570,52420,66135,69653,41819,76848,,71296,,147301,49918,80074,,78124,52479,88132,140444,54076,52644,49503,52906,,41856,86952,167365,35480,158889,24813,63868,52787,59089,48090,56491,,,54549,54996,110059,78785,69468,,82597,45954,,70794,105864,65477,51787,85965,119310,59123,66345,70394,78899,,83872,,58163,58042,90318,,263161,54350,71318,,,,123523,,80416,68581,38213,168477,82941,217323,100983,89712,,67998,,87639,58739,38915,69073,112653,46434,64256,71253,41105,,102517,,108127,,,36755,,61489,44180,,57534,,40725,70802,,,,,90479,,52653,25814,,47083,,,34293,80172,60042,66916,,,,191005,58312,35565,45088,59164,162878,70685,,62746,,74593,,36076,50125,56575,29419,89439,38134,78723,,169008,,45001,78375,65004,,83577,80865,,39553,36563,,83010,,,20928,62033,67106,,54595,,54724,35661,,61703,,,37948,61316,,98051,,,26193,98235,85883,,,37372,,44773,,,,,,63396,73129,89537,,35058,42993,149267,,39979,,54562,60021,,,,59801,39928,83215,86520,,57309,,,,,,34732,,57854,48503,89962,,45795,69073,,77501,,70228,,61725,,,,35000,,,,74335,129184,,,46809,,38705,44940,74613,83851,,,,62033,58534,,67985,48990,,,,,,42629,,89660,85609,,,50817,,,,40396,116945,,,35236,,62560,83418,,59199,51081,128787,,53460,,,,,,,,,96008,68853,,,154309,
1997-08,92624,92834,47699,76735,87305,60880,51549,,52348,51063,68615,102066,147673,37627,40621,,66047,121167,93475,91270,32073,50810,40334,62440,77397,127011,97205,94974,51374,146258,178465,69384,45938,45358,82182,60526,64020,63781,59922,88321,,,54528,49368,39974,95839,61499,221337,46480,68130,58411,84132,,57413,80711,50863,107535,114000,21708,145151,70531,58203,37971,94262,92705,,86884,116175,58922,63643,71772,75682,40734,88185,35222,90124,74115,56772,49115,80639,79714,52537,66691,70141,41894,78054,,71740,,148184,50074,80022,,77861,52866,87360,140671,53971,53287,49762,52831,,41650,85811,168705,35439,161512,24880,64437,52528,59159,48798,56395,,,54355,55502,109544,78898,70305,,82467,44929,,70653,106670,66265,52705,86719,119974,58828,65723,70543,79223,,84050,,57878,58571,90609,,264700,56253,71803,,,,122920,,80673,67716,37806,171406,82648,221035,102060,90591,,69868,,87882,58608,39752,69224,113134,45763,63137,71295,41429,,103091,,108793,,,36641,,61867,43787,,56663,,39574,69508,,,,,89460,,49889,26028,,47025,,,34068,79980,59459,66830,,,,190915,57819,35580,45288,60331,161949,70883,,63836,,74284,,35992,51310,56359,29889,90943,38320,78156,,170772,,44893,78122,65973,,82708,78840,,39191,36287,,82921,,,20856,61259,67310,,54610,,54852,35270,,62724,,,38113,61804,,98343,,,26181,99840,84875,,,37916,,43936,,,,,,63353,71353,90109,,35064,42953,152008,,40348,,55293,60489,,,,60020,39911,83569,87616,,58079,,,,,,34677,,57642,47309,89027,,44531,69760,,78362,,70600,,61544,,,,35153,,,,75022,129770,,,47173,,39045,45266,74310,84067,,,,62293,57899,,68445,48749,,,,,,42514,,89859,87624,,,51408,,,,40100,117923,,,35315,,63840,83959,,59694,50810,129920,,52892,,,,,,,,,95788,69208,,,154817,
1997-09,93096,90636,47118,77258,87682,61099,51793,,52763,50841,68664,102770,150295,37647,40597,,67566,121809,93797,91103,32203,50368,40124,62480,77232,128012,96989,94110,51269,145248,179095,68790,45456,45595,82757,61290,63645,63759,60182,88655,,,54551,48600,39849,96676,61261,222820,46449,67755,59251,84346,,57063,81401,51039,108579,115802,21412,148550,71257,58259,38066,95261,92765,,87610,116154,59720,63509,72024,76338,40719,89159,35230,90215,74705,56882,48494,79975,80379,52759,66471,71377,41914,79020,,72139,,148454,50603,80016,,77269,53411,87251,140831,53721,53809,49804,53224,,41478,85506,168722,35303,162356,25091,64408,52070,58989,49655,55585,,,54329,55710,108935,79122,70927,,82497,44209,,70498,107337,66673,53451,87547,120112,58885,65323,70418,79466,,84630,,55830,57583,90917,,267082,58531,72123,,,,123485,,80893,67234,38327,173801,83043,223769,103377,91212,,71262,,88575,58308,40166,69889,114243,45053,62219,71428,41846,,104005,,108156,,,36490,,62417,43135,,55163,,39284,68958,,,,,88558,,49276,26250,,46572,,,34022,79870,58496,66947,,,,190818,58129,35648,45509,61025,160000,70969,,64563,,74714,,36101,51969,55750,30209,92351,38409,77574,,173033,,44250,77595,66434,,83374,77901,,39057,35480,,82730,,,21099,60790,67643,,54603,,55897,35021,,64626,,,38574,62173,,98962,,,26016,100303,84842,,,38265,,44001,,,,,,63868,70922,90214,,35412,42585,153408,,40547,,55694,60631,,,,60240,39862,83958,88142,,59294,,,,,,34665,,57699,45943,88889,,43220,69953,,79085,,71467,,60959,,,,34982,,,,76622,130069,,,47211,,39424,45859,74090,84079,,,,63173,57024,,68848,47932,,,,,,42627,,88913,88900,,,52387,,,,40330,119302,,,35165,,65163,84394,,60542,50634,131593,,52928,,,,,,,,,95626,69272,,,155247,
1997-10,93620,89007,47075,77951,88091,61227,51780,,53142,50853,68858,103575,152656,37698,40543,,68644,122480,94238,90674,32255,49971,39958,62543,76916,129771,96764,94721,51319,144812,179230,67747,44629,45454,83187,63232,63429,63969,59783,88869,,,54495,47328,39879,98036,61715,226770,46789,67911,60140,84262,,56742,81537,51223,109539,117450,21249,151951,71767,58672,38459,95935,92639,,88289,116633,60407,63343,72567,76930,40798,89938,35214,90625,75600,57231,48055,79122,80997,52948,65787,73182,41765,79802,,72511,,148383,51197,79927,,76671,54148,87571,141295,53909,54059,49777,53729,,41536,85407,169141,35146,162375,25400,63958,50692,58950,50897,55083,,,54603,55736,109082,78654,71021,,82668,44166,,70413,107419,66597,53770,87870,119853,59285,65139,70272,79789,,85413,,52939,56412,91506,,271109,60363,71990,,,,123584,,81335,67510,39136,175905,83840,228896,103797,91135,,71414,,89722,57850,40086,69896,115285,44201,62200,71943,42533,,104612,,107355,,,36318,,62859,42719,,54629,,40136,68414,,,,,88433,,49838,26611,,46230,,,34275,80128,57591,67145,,,,191113,58694,35549,45359,61361,159250,71010,,65108,,73600,,36240,52769,55177,30319,93731,38365,77363,,175435,,43867,77378,66418,,84974,77812,,39308,35267,,82678,,,21346,60395,68386,,54550,,56856,34528,,65918,,,39233,62606,,99814,,,25513,100097,85233,,,38836,,45151,,,,,,64694,72055,90317,,35602,42291,154106,,40537,,56083,59711,,,,60797,39848,84418,88430,,60163,,,,,,34385,,58250,45565,88794,,42436,70102,,79219,,72416,,60376,,,,34704,,,,77436,130453,,,47143,,39766,46620,74262,84088,,,,63656,56412,,69289,46944,,,,,,43553,,88637,89056,,,53700,,,,40694,120218,,,35055,,66486,84983,,60868,50726,133996,,53068,,,,,,,,,94985,69251,,,155683,
1997-11,94534,89226,47059,78767,88636,61405,51951,,53549,50903,69070,104609,154706,37799,40428,,68914,123334,94689,90460,32236,49671,39993,62707,76739,131833,96907,96308,51326,144989,179309,67121,43695,44282,83617,65287,63019,64056,59043,89324,,,54398,46846,39613,100812,62632,232522,47346,68058,61134,84534,,56499,81909,51353,110597,118758,21263,154653,72061,59171,39054,97017,92808,,88892,117286,61098,63737,72990,77251,40950,90207,35057,91084,76651,57716,48020,78953,81604,52705,65499,73939,41467,80380,,73544,,148395,51691,79991,,76567,54782,88271,141737,54221,53632,49825,53889,,41494,85004,170578,34771,161985,26098,63845,49751,59335,51852,55580,,,54401,56180,109466,77999,70547,,83216,44446,,70202,107601,67091,54202,88079,120159,59537,65025,70127,80191,,86046,,51237,55908,92380,,275766,61826,71580,,,,123390,,82099,68015,39911,177799,84347,234881,103257,90652,,71156,,90414,57395,40140,69106,115658,43745,62423,72019,43080,,104350,,107369,,,36095,,63317,42671,,54251,,40711,67345,,,,,88887,,49869,26652,,46072,,,34510,81074,57387,66731,,,,191226,58611,35400,45411,62389,158730,70626,,65516,,73561,,36165,53747,55003,30425,94341,38411,77170,,178650,,44263,77706,66718,,85896,77229,,39734,35501,,82761,,,21692,60580,68851,,54804,,57075,33324,,66330,,,39736,62956,,100579,,,25130,100737,85577,,,39691,,46101,,,,,,65563,73427,90592,,35628,42430,154485,,40856,,56497,59027,,,,61485,40192,84909,89064,,60564,,,,,,33715,,59083,45499,88784,,42362,69865,,79302,,73294,,60030,,,,34480,,,,77405,131995,,,47046,,40237,47276,74688,83552,,,,63630,55457,,69565,46882,,,,,,45204,,89537,88593,,,54772,,,,40659,120765,,,35172,,67909,85181,,61240,51326,137207,,52757,,,,,,,,,93887,69171,,,156160,
